City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
467,São Bartolomeu de Messines,PT,37.2602,-8.2867,57.22,73,24,5.84,few clouds
468,Faya,SA,18.3851,42.4509,61.32,69,25,4.07,scattered clouds
469,Jacmel,HT,18.2342,-72.5347,78.64,81,46,3.47,scattered clouds
470,Perry,US,37.2506,-83.1999,52.52,91,92,2.39,overcast clouds
471,San Joaquin,US,37.9333,-121.3011,53.37,76,0,11.5,clear sky
472,Putina,PE,-15.4667,-69.4333,42.39,68,67,7.45,broken clouds
473,Gashua,NG,12.871,11.0482,74.32,26,36,9.64,scattered clouds
474,Aasiaat,GL,68.7098,-52.8699,6.28,97,81,13.58,broken clouds
475,Kupang,ID,-10.1667,123.5833,88.38,70,40,6.91,scattered clouds
476,Soanierana Ivongo,MG,-16.9167,49.5833,77.45,64,37,3.87,scattered clouds
477,Lavrentiya,RU,65.5833,-171.0,27.32,68,100,28.14,overcast clouds
478,Tacoronte,ES,28.4769,-16.4102,68.34,94,20,2.3,few clouds
479,Havøysund,NO,70.9963,24.6622,41.23,79,71,8.75,broken clouds
480,Sistranda,NO,63.7256,8.834,49.96,79,84,7.0,broken clouds
481,Fresnillo,MX,23.1667,-102.8833,53.15,35,0,2.64,clear sky
482,Bilma,NE,18.6853,12.9164,68.2,27,100,9.04,overcast clouds
483,Mocuba,MZ,-16.8392,36.9856,78.78,74,21,3.62,light rain
484,Cândido Mendes,BR,-1.4467,-45.7167,74.59,96,82,1.48,broken clouds
485,Basoko,CD,1.2391,23.616,70.68,97,100,2.98,light rain
486,Warrington,GB,53.3925,-2.5802,45.86,92,33,1.01,scattered clouds
487,Trifeşti,RO,47.45,27.5167,50.95,91,68,4.92,broken clouds
488,Ponta Delgada,PT,37.7333,-25.6667,70.5,94,75,13.8,heavy intensity rain
489,Berdigestyakh,RU,62.0989,126.6992,11.16,93,87,5.1,overcast clouds
490,Carmarthen,GB,51.8555,-4.3054,55.69,82,5,15.48,clear sky
491,Lorengau,PG,-2.0226,147.2712,86.67,61,97,5.5,overcast clouds
492,Port Lincoln,AU,-34.7333,135.8667,57.78,65,86,17.94,overcast clouds
493,Caravelas,BR,-17.7125,-39.2481,74.75,92,89,6.15,overcast clouds
494,Bourail,NC,-21.5667,165.4833,82.15,62,100,7.0,overcast clouds
495,Stary Krym,UA,45.0333,35.1,45.14,67,100,3.09,overcast clouds
496,Wencheng,CN,33.0559,113.7978,70.05,42,1,4.59,clear sky
497,Valley City,US,46.9233,-98.0032,52.32,46,0,9.22,clear sky
498,Oyama,JP,36.3,139.8,71.64,39,0,3.36,clear sky
499,Vilhena,BR,-12.7406,-60.1458,59.38,55,99,7.7,overcast clouds
500,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,36.19,35,75,4.47,broken clouds
501,Acapulco de Juárez,MX,16.8634,-99.8901,78.62,89,20,3.44,few clouds
502,Mezen',RU,65.8522,44.24,29.89,83,100,2.91,overcast clouds
503,Arrondissement de Vannes,FR,47.8333,-2.5,50.61,87,6,6.55,clear sky
504,Moshi,TZ,-3.35,37.3333,70.18,79,47,5.01,scattered clouds
505,Bogovarovo,RU,58.9785,47.0246,31.84,89,93,12.06,overcast clouds
506,Kara-Tyube,RU,44.6336,45.4369,42.55,70,41,14.12,scattered clouds
507,Comodoro Rivadavia,AR,-45.8667,-67.5,51.66,58,0,4.61,clear sky
508,Cururupu,BR,-1.8283,-44.8683,73.76,98,98,1.68,overcast clouds
509,Plettenberg Bay,ZA,-34.0527,23.3716,64.08,66,7,4.34,clear sky
510,Oranjemund,NA,-28.55,16.4333,59.07,81,26,5.32,scattered clouds
511,Dongsheng,CN,39.8161,109.9776,47.48,24,90,12.03,overcast clouds
512,Altay,CN,47.8667,88.1167,39.9,45,51,1.97,broken clouds
513,Balsas,BR,-7.5325,-46.0356,72.66,91,100,6.51,heavy intensity rain
514,Estrela,BR,-28.0611,-50.9383,34.36,97,1,3.65,clear sky
515,Manjakandriana,MG,-18.9167,47.8,67.69,56,73,5.48,broken clouds
516,Kattivākkam,IN,13.2167,80.3167,78.89,91,100,12.28,light rain
517,Gualan,GT,15.1333,-89.3667,71.33,92,31,0.36,scattered clouds
518,Hobyo,SO,5.3505,48.5268,80.6,68,19,6.8,few clouds
519,Rincon,US,32.296,-81.2354,65.86,88,0,0.0,clear sky
520,Yenişehir,TR,40.2644,29.6531,32.05,100,2,0.0,fog
521,Eldoret,KE,0.5204,35.2699,59.92,81,86,13.58,overcast clouds
522,Port Augusta,AU,-32.5,137.7667,66.16,39,47,13.22,scattered clouds
523,Kaabong,UG,3.4836,34.1492,68.63,67,7,13.4,clear sky
524,Pevek,RU,69.7008,170.3133,-0.26,98,100,2.46,overcast clouds
525,Simões,BR,-7.5989,-40.8178,78.22,60,100,4.56,overcast clouds
526,Kenai,US,60.5544,-151.2583,24.15,85,100,12.66,overcast clouds
527,Siniscola,IT,40.5719,9.6922,54.95,56,33,3.94,scattered clouds
528,Kushmurun,KZ,52.4503,64.6311,36.61,64,96,12.33,overcast clouds
529,Kolpashevo,RU,58.3131,82.9089,31.32,85,64,6.42,broken clouds
530,Borogontsy,RU,62.6683,131.1683,8.24,91,99,5.5,overcast clouds
531,Hay River,CA,60.8156,-115.7999,13.98,92,100,9.22,light snow
532,Melito di Porto Salvo,IT,37.9222,15.7714,67.78,72,8,11.5,clear sky
533,Porto Nacional,BR,-10.7081,-48.4172,73.4,97,100,3.27,overcast clouds
534,Naryan-Mar,RU,67.6713,53.087,26.1,84,100,5.39,overcast clouds
535,Le Port,RE,-20.9373,55.2919,80.56,60,2,5.99,clear sky
536,Sitka,US,57.0531,-135.33,33.69,80,0,4.61,clear sky
537,Dondo,MZ,-19.6094,34.7431,70.47,91,100,7.61,light rain
538,San Felipe,VE,10.3399,-68.7425,74.08,97,99,2.04,overcast clouds
539,São João de Pirabas,BR,-0.7747,-47.1772,75.99,92,85,3.31,overcast clouds
540,Maputo,MZ,-25.9653,32.5892,67.68,83,75,6.91,broken clouds
541,Aklavik,CA,68.2191,-135.0107,-7.33,96,58,14.5,broken clouds
542,Rūdbār,AF,30.15,62.6,82.6,20,98,8.48,overcast clouds
543,Slave Lake,CA,55.2834,-114.769,30.18,74,100,10.36,overcast clouds
544,Elmadağ,TR,39.9208,33.2308,45.34,62,19,0.29,few clouds
545,Calabar,NG,4.9517,8.322,75.36,95,100,0.6,overcast clouds
546,Yerbogachën,RU,61.2767,108.0108,21.51,68,72,10.54,broken clouds
547,Yatou,CN,37.15,122.3833,60.94,27,3,2.73,clear sky
548,Olinda,BR,-8.0089,-34.8553,78.53,73,40,5.75,scattered clouds
549,Fare,PF,-16.7,-151.0167,77.14,78,83,11.43,light rain
550,Inhambane,MZ,-23.865,35.3833,76.98,65,40,16.11,scattered clouds
551,Aquiraz,BR,-3.9014,-38.3911,78.89,80,91,8.23,overcast clouds
552,Khandyga,RU,62.6667,135.6,17.17,95,98,3.4,overcast clouds
553,Tateyama,JP,34.9833,139.8667,68.09,62,0,1.34,clear sky
554,Dafeng,CN,23.4517,108.5881,81.68,27,77,8.7,broken clouds
555,Assiut,EG,27.181,31.1837,60.98,56,0,6.64,clear sky
556,Kundiawa,PG,-6.0167,144.9667,78.49,57,48,2.01,scattered clouds
557,Boffa,GN,10.1667,-14.0333,73.51,90,0,0.98,clear sky
558,Huilong,CN,31.8111,121.655,68.94,54,0,8.7,clear sky
559,Singkawang,ID,0.9,109.0,85.91,68,79,5.48,broken clouds
560,Deltona,US,28.9005,-81.2637,76.05,93,0,0.0,clear sky
561,Rantepao,ID,-2.9701,119.8978,74.98,80,100,2.57,overcast clouds
562,Alyangula,AU,-13.8483,136.4192,86.36,68,35,12.12,scattered clouds
563,San Patricio,US,28.017,-97.5169,73.26,89,99,9.73,overcast clouds
564,Panguna,PG,-6.3164,155.4848,75.63,88,97,1.19,moderate rain
565,Kudymkar,RU,59.0173,54.656,38.32,97,100,11.63,overcast clouds
566,Kawambwa,ZM,-9.7915,29.0791,70.41,48,100,5.44,overcast clouds
567,Yei,SS,4.095,30.6779,68.27,93,86,3.0,light rain
568,Zaragoza,ES,41.6561,-0.8773,54.86,80,0,7.0,clear sky
569,Waipawa,NZ,-41.4122,175.5153,62.55,62,100,16.22,moderate rain
570,Zhigansk,RU,66.7697,123.3711,3.36,97,96,18.68,overcast clouds
571,Leshukonskoye,RU,64.8989,45.7622,27.57,90,99,2.57,overcast clouds
572,Kazachinskoye,RU,57.6953,93.2761,34.03,75,34,4.07,scattered clouds
573,Henties Bay,NA,-22.116,14.2845,58.51,90,44,3.6,scattered clouds
574,Mumbwa,ZM,-14.9783,27.0619,70.99,64,91,9.19,overcast clouds
575,Pisco,PE,-13.7,-76.2167,60.85,88,0,10.36,clear sky
576,Kirakira,SB,-10.4544,161.9205,83.21,75,35,2.08,scattered clouds
577,Antequera,ES,37.0194,-4.5612,62.46,68,9,1.81,clear sky
578,Nelson Bay,AU,-32.7167,152.15,69.1,39,14,13.0,few clouds
579,Krutinka,RU,56.0055,71.5113,38.12,76,77,16.22,broken clouds
580,Kramat,ID,-8.1311,113.4499,86.67,66,96,6.6,overcast clouds
581,Kabul,AF,34.5,69.4167,53.92,55,45,2.06,scattered clouds
582,Zabul Province,AF,32.25,67.25,66.52,25,11,8.79,few clouds
583,Tondano,ID,1.3038,124.9112,84.29,73,100,1.19,overcast clouds
584,Cayenne,GF,4.9333,-52.3333,77.04,94,75,0.0,broken clouds
585,Svetogorsk,RU,61.1121,28.8632,40.35,90,67,2.48,broken clouds
586,College,US,64.8569,-147.8028,7.12,85,40,9.22,scattered clouds
587,Surat,IN,21.1667,72.8333,87.78,37,0,5.75,smoke
588,Yabēlo,ET,4.8833,38.0833,62.04,74,17,11.63,few clouds
589,Dinar,TR,38.065,30.1656,33.76,60,1,4.94,clear sky
590,Nyurba,RU,63.2842,118.3319,19.02,90,93,9.48,overcast clouds
591,Makkah al Mukarramah,SA,21.4267,39.8261,78.53,65,57,5.59,broken clouds
592,Juba,SS,4.8517,31.5825,74.1,81,49,3.85,scattered clouds
593,Yala,TH,6.3333,101.25,83.03,76,96,3.29,overcast clouds
594,Neiafu,TO,-18.65,-173.9833,79.48,89,75,6.91,broken clouds
595,Ancud,CL,-41.8697,-73.8203,47.55,85,0,0.85,clear sky
596,Vodnyy,RU,63.5046,53.4095,26.46,95,98,7.23,overcast clouds
597,Teya,RU,60.3778,92.6267,30.31,86,100,11.95,overcast clouds
598,Malakal,SS,9.5334,31.6605,78.78,42,62,5.95,broken clouds
599,Risod,IN,19.9667,76.7833,78.39,45,0,7.54,clear sky
600,Guhāgar,IN,17.4842,73.1929,84.06,55,2,7.34,clear sky
601,Muros,ES,42.7762,-9.0603,56.16,94,99,5.3,overcast clouds
602,Alofi,NU,-19.0595,-169.9187,76.89,88,49,10.36,scattered clouds
603,Kaka,TM,37.3482,59.6143,57.45,69,97,5.61,overcast clouds
604,Vanavara,RU,60.34,102.2797,24.1,69,76,8.79,broken clouds
605,Praia,CV,14.9215,-23.5087,77.54,73,0,12.66,clear sky
606,Alanya,TR,36.5438,31.9998,55.53,34,3,6.46,clear sky
607,Nísia Floresta,BR,-6.0911,-35.2086,72.41,86,12,5.75,few clouds
608,Kyshtovka,RU,56.555,76.6271,35.29,83,97,9.17,overcast clouds
609,Almeirim,BR,-1.5233,-52.5817,73.27,95,96,1.97,overcast clouds
610,Vanimo,PG,-2.6741,141.3028,85.01,76,18,7.16,few clouds
611,Ghanzi,BW,-21.5667,21.7833,65.43,80,100,17.34,overcast clouds
612,Kamenka,RU,51.3223,42.7678,30.27,85,90,11.27,overcast clouds
613,Clonakilty,IE,51.6231,-8.8706,55.09,84,51,30.62,broken clouds
614,Sola,VU,-13.8833,167.55,82.27,63,0,3.98,clear sky
615,Kununurra,AU,-15.7667,128.7333,102.18,12,20,5.75,few clouds
616,Omboué,GA,-1.5746,9.2618,76.39,89,100,4.0,light rain
617,Keningau,MY,5.3378,116.1602,76.37,87,100,1.54,overcast clouds
618,Bell Ville,AR,-32.6259,-62.6887,47.66,27,0,7.54,clear sky
619,Newton Stewart,GB,54.9578,-4.4832,43.41,91,55,7.9,broken clouds
620,Belūsovka,KZ,50.1339,82.5239,41.85,65,1,0.0,clear sky
621,Estreito,BR,-5.7833,-43.25,75.58,73,100,2.84,overcast clouds
622,Broken Hill,AU,-31.95,141.4333,63.64,30,15,15.97,few clouds
623,Urengoy,RU,65.9667,78.3667,16.48,92,100,7.99,overcast clouds
624,Nhulunbuy,AU,-12.2333,136.7667,92.01,62,20,13.8,few clouds
625,San Policarpo,PH,12.1791,125.5072,82.35,78,99,4.79,overcast clouds
626,Mayo,US,38.8876,-76.5119,62.94,87,0,5.75,clear sky
627,Mnogovershinnyy,RU,53.9353,139.9242,30.51,84,97,9.22,overcast clouds
628,Lincoln,US,40.8,-96.667,64.29,50,0,13.8,clear sky
629,Dauphin,CA,51.1494,-100.0502,35.74,80,100,5.75,overcast clouds
630,Dawson,US,31.7735,-84.4466,56.62,67,79,4.61,broken clouds
631,Abhā,SA,18.2164,42.5053,61.05,67,27,4.61,scattered clouds
632,La Orilla,MX,17.9833,-102.2333,74.95,89,0,3.02,clear sky
633,Cap-aux-Meules,CA,47.3821,-61.8597,53.62,100,100,6.91,overcast clouds
634,Kangundo,KE,-1.2979,37.3471,61.14,94,100,4.09,moderate rain
635,Vaasa,FI,63.096,21.6158,37.94,100,100,9.22,mist
636,Kamsack,CA,51.5667,-101.9009,40.75,68,100,13.0,overcast clouds
637,Dingcheng,CN,32.1272,115.0394,72.43,39,0,5.23,clear sky
638,Tezu,IN,27.9167,96.1667,80.01,40,25,3.67,scattered clouds
639,Birjand,IR,32.8663,59.2211,66.67,22,92,9.22,overcast clouds
640,Demirci,TR,39.0461,28.6589,45.34,53,0,5.93,clear sky
641,Wanning,CN,18.8003,110.3967,73.18,68,100,7.61,overcast clouds
642,Bulawayo,ZW,-20.15,28.5833,56.59,93,100,11.45,overcast clouds
643,Kralendijk,BQ,12.15,-68.2667,82.38,83,20,14.97,few clouds
644,Paamiut,GL,61.994,-49.6678,27.07,56,4,4.94,clear sky
645,Karratha,AU,-20.7377,116.8463,87.57,19,0,14.92,clear sky
646,Zhaozhou,CN,45.6833,125.3167,34.27,15,0,20.65,clear sky
647,Sabang,ID,5.8933,95.3214,82.4,68,97,6.26,overcast clouds
648,Anadyr,RU,64.75,177.4833,23.5,74,20,20.13,few clouds
649,Carutapera,BR,-1.195,-46.02,75.9,92,81,3.42,broken clouds
650,Berdychiv,UA,49.8993,28.6024,43.23,94,37,6.87,scattered clouds
651,Hailey,US,43.5196,-114.3153,48.88,56,75,9.22,broken clouds
652,Muisne,EC,0.6,-80.0333,73.81,88,100,8.88,light rain
653,Luena,AO,-11.7833,19.9167,62.62,90,99,1.14,overcast clouds
654,Saint-Pierre,RE,-21.3393,55.4781,78.91,65,0,10.36,clear sky
655,Port Blair,IN,11.6667,92.75,84.24,74,40,8.05,scattered clouds
656,Okhotsk,RU,59.3833,143.3,27.46,75,100,8.95,overcast clouds
657,Collie,AU,-33.3667,116.15,66.58,50,65,5.12,broken clouds
658,Panama City,PA,8.9936,-79.5197,78.44,87,20,3.0,few clouds
659,Okmulgee,US,35.6234,-95.9605,64.02,67,0,4.61,clear sky
660,Manitouwadge,CA,49.1215,-85.8403,39.22,69,71,5.32,broken clouds
661,Podor,MR,16.6527,-14.9587,81.14,16,41,9.64,scattered clouds
662,Aranos,NA,-24.1333,19.1167,69.28,68,54,14.54,broken clouds
663,Kabalo,CD,-6.05,26.9167,71.17,93,100,3.31,light rain
664,Buala,SB,-8.145,159.5921,83.28,74,84,1.41,light rain
665,Shingū,JP,33.7333,135.9833,69.22,70,91,4.81,overcast clouds
666,Chahal Guatemala,GT,15.75,-89.5667,70.88,89,32,2.15,scattered clouds
667,Sassandra,CI,4.95,-6.0833,74.8,93,29,3.53,moderate rain
668,Pangai,TO,-19.8,-174.35,78.91,83,75,8.05,broken clouds
669,Selçuk,TR,37.9514,27.3685,64.27,62,2,5.75,clear sky
670,Kishorganj,BD,24.4333,90.7667,83.77,61,32,4.7,scattered clouds
671,Maragogi,BR,-9.0122,-35.2225,75.51,86,99,8.03,overcast clouds
672,Sunland Park,US,31.7965,-106.58,67.91,34,0,10.0,clear sky
673,Goba,ET,7.0167,39.9833,53.35,73,26,1.92,scattered clouds
674,Myrtle Beach,US,33.6891,-78.8867,62.64,91,0,3.44,clear sky
675,Hammerfest,NO,70.6634,23.6821,45.05,70,0,10.36,clear sky
676,Rimouski,CA,48.4488,-68.524,46.58,84,64,12.03,broken clouds
677,Kislyakovskaya,RU,46.4417,39.675,40.05,70,87,7.25,overcast clouds
678,Qasigiannguit,GL,68.8193,-51.1922,19.65,75,12,8.59,few clouds
679,Sinnamary,GF,5.3833,-52.95,77.58,88,92,6.91,overcast clouds
680,Adrar,MR,20.5022,-10.0711,70.18,13,1,9.08,clear sky
681,Tazovsky,RU,67.4667,78.7,10.42,94,57,6.42,broken clouds
682,Kraśnik,PL,50.9236,22.2271,52.29,92,100,7.36,overcast clouds
683,Soledar,UA,48.6794,38.089,38.73,81,99,5.84,overcast clouds
684,Fajardo,PR,18.3258,-65.6524,81.0,83,75,4.61,broken clouds
685,Querecotillo,PE,-4.8378,-80.6456,65.34,71,92,4.25,overcast clouds
686,Pāli,IN,25.7667,73.3333,85.42,20,0,3.44,clear sky
687,Benjamin Constant,BR,-4.3831,-70.0311,66.33,99,100,5.91,overcast clouds
688,Rawa Mazowiecka,PL,51.7644,20.2549,55.9,86,100,10.36,overcast clouds
689,Hlotse,LS,-28.8718,28.045,53.94,83,100,5.14,light rain
690,Saryozek,KZ,44.3583,77.9753,56.57,31,78,12.41,broken clouds
691,Inuvik,CA,68.3499,-133.7218,9.36,78,100,10.36,light snow
692,Casablanca,MA,33.5928,-7.6192,66.42,89,75,5.75,broken clouds
693,Aswān,EG,24.0934,32.907,65.5,39,0,6.91,clear sky
694,Oistins,BB,13.0667,-59.5333,78.89,89,40,17.27,scattered clouds
695,San Isidro,PE,-12.1167,-77.05,60.39,82,100,11.5,overcast clouds
696,Molina,CL,-35.1167,-71.2833,56.93,51,0,8.05,clear sky
697,Jishou,CN,28.3167,109.7167,74.75,40,0,4.03,clear sky
698,Butwāl,NP,27.7006,83.4484,78.33,53,0,4.21,clear sky
699,Mehamn,NO,71.0357,27.8492,42.71,87,0,12.66,clear sky
